"X","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
273,"Gabriel Perecia","urban",18,"U","LE3","T",1,1,"other","other","home","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","no","yes","no","no","high","high","average","very low","very low","average",2,11,11,11
274,"Gabriel Perecia","rural",17,"R","GT3","T",1,2,"at_home","at_home","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","no","yes","no","yes","average","very high","low","low","low","very bad",2,15,14,14
275,"Gabriel Perecia","urban",17,"U","GT3","T",2,4,"at_home","health","reputation","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","high","average","average","very low","very low","very bad",2,10,10,10
276,"Gabriel Perecia","urban",17,"U","LE3","T",2,2,"services","other","course","mother","15-30 min","2-5 hours",0,"yes","yes","yes","no","yes","yes","yes","yes","high","high","high","low","average","very good",6,12,12,12
277,"Gabriel Perecia","rural",18,"R","GT3","A",3,2,"other","services","home","mother","15-30 min","2-5 hours",0,"no","no","no","no","no","no","yes","yes","high","very low","very low","very low","very low","very good",75,10,9,9
278,"Gabriel Perecia","urban",18,"U","GT3","T",4,4,"teacher","services","home","mother","15-30 min","0-2 hours",0,"no","no","yes","yes","yes","yes","yes","no","average","low","high","very low","high","average",22,9,9,9
279,"Gabriel Perecia","urban",18,"U","GT3","T",4,4,"health","health","reputation","father","0-15 min","2-5 hours",1,"yes","yes","no","yes","yes","yes","yes","yes","low","high","high","very low","very low","good",15,9,8,8
280,"Gabriel Perecia","urban",18,"U","LE3","T",4,3,"teacher","services","course","mother","15-30 min","0-2 hours",0,"no","no","yes","yes","yes","yes","yes","no","high","low","average","very low","low","very bad",8,10,11,10
281,"Gabriel Perecia","urban",17,"U","LE3","A",4,1,"services","other","home","mother","15-30 min","0-2 hours",0,"no","no","yes","yes","yes","yes","yes","yes","high","very high","high","low","high","very good",30,8,8,8
282,"Gabriel Perecia","urban",17,"U","LE3","A",3,2,"teacher","services","home","mother","0-15 min","0-2 hours",1,"no","no","no","no","yes","yes","yes","no","high","high","high","average","high","average",19,11,9,10
283,"Gabriel Perecia","rural",18,"R","LE3","T",1,1,"at_home","other","reputation","mother","15-30 min","above 10 hours",0,"no","yes","yes","yes","yes","yes","no","no","very high","low","low","very low","very low","average",1,12,12,12
284,"Gabriel Perecia","urban",18,"U","GT3","T",1,1,"other","other","home","mother","15-30 min","2-5 hours",0,"yes","no","no","yes","yes","yes","yes","no","very high","high","high","very low","very low","good",4,8,9,10
285,"Gabriel Perecia","urban",17,"U","GT3","T",2,2,"other","other","course","mother","0-15 min","2-5 hours",0,"no","yes","no","no","no","yes","yes","no","very high","high","very high","very low","low","very good",4,10,9,11
286,"Gabriel Perecia","urban",17,"U","GT3","T",1,1,"other","other","reputation","father","0-15 min","2-5 hours",0,"no","no","yes","no","no","yes","yes","no","high","average","average","very low","low","good",2,12,10,11
287,"Gabriel Perecia","urban",18,"U","GT3","T",2,2,"at_home","at_home","other","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","low","bad",5,18,18,19
288,"Gabriel Perecia","urban",17,"U","GT3","T",1,1,"services","teacher","reputation","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","very low","average",6,13,12,12
289,"Gabriel Perecia","urban",18,"U","GT3","T",2,1,"services","services","reputation","mother","0-15 min","5-10 hours",0,"no","no","yes","yes","yes","yes","yes","no","high","low","high","very low","average","bad",6,15,14,14
290,"Gabriel Perecia","urban",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","high","average","very low","very low","bad",9,15,13,15
291,"Gabriel Perecia","urban",18,"U","GT3","T",4,2,"teacher","other","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","average","low","very low","high","very good",11,12,11,11
292,"Gabriel Perecia","urban",17,"U","GT3","T",4,3,"health","services","reputation","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","low","low","very low","low","average",0,15,15,15
293,"Gabriel Perecia","urban",18,"U","LE3","T",2,1,"services","at_home","reputation","mother","0-15 min","2-5 hours",1,"no","no","no","no","yes","yes","yes","yes","very high","high","average","very low","very low","very good",12,12,12,13
294,"Gabriel Perecia","rural",17,"R","LE3","T",3,1,"services","other","reputation","mother","15-30 min","above 10 hours",0,"no","yes","yes","no","yes","yes","no","no","average","very low","low","very low","very low","average",6,18,18,18
295,"Gabriel Perecia","rural",18,"R","LE3","T",3,2,"services","other","reputation","mother","15-30 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","high","low","very low","very low","good",8,14,13,14
296,"Gabriel Perecia","urban",17,"U","GT3","T",3,3,"health","other","home","mother","0-15 min","0-2 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","high","average","very low","average","very good",4,14,12,11
297,"Gabriel Perecia","urban",19,"U","GT3","T",4,4,"health","other","reputation","other","15-30 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","low","average","high","low","average","bad",0,10,9,0
298,"Gabriel Perecia","urban",18,"U","LE3","T",4,3,"other","other","home","other","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","high","high","very high","very low","low","bad",10,10,8,8
299,"Gabriel Perecia","urban",18,"U","GT3","T",4,3,"other","other","reputation","father","0-15 min","above 10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","very low","average",0,14,13,14
300,"Gabriel Perecia","urban",18,"U","LE3","T",4,4,"teacher","teacher","home","mother","0-15 min","0-2 hours",0,"no","yes","yes","no","yes","yes","yes","yes","very low","high","low","low","low","very bad",5,16,15,16
301,"Gabriel Perecia","urban",18,"U","LE3","A",4,4,"health","other","home","mother","0-15 min","2-5 hours",0,"no","yes","no","no","yes","yes","yes","yes","high","low","high","very low","very low","good",14,12,10,11
302,"Gabriel Perecia","urban",17,"U","LE3","T",4,4,"other","teacher","home","father","15-30 min","0-2 hours",0,"no","no","yes","no","yes","yes","yes","no","high","very low","very low","low","low","very good",0,11,11,10
303,"Gabriel Perecia","urban",17,"U","GT3","T",4,2,"other","other","reputation","mother","15-30 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","very low","average",0,15,12,14
304,"Gabriel Perecia","urban",17,"U","GT3","T",3,2,"health","health","reputation","father","0-15 min","above 10 hours",0,"no","yes","yes","yes","no","yes","yes","no","very high","low","low","very low","low","very good",0,17,17,18
305,"Gabriel Perecia","urban",19,"U","GT3","T",3,3,"other","other","home","other","0-15 min","2-5 hours",1,"no","yes","no","yes","yes","yes","yes","yes","high","high","high","very low","very low","average",20,15,14,13
306,"Gabriel Perecia","urban",18,"U","GT3","T",2,4,"services","at_home","reputation","other","0-15 min","2-5 hours",1,"no","yes","yes","yes","yes","yes","yes","no","high","high","average","very low","very low","average",8,14,12,12
307,"Gabriel Perecia","urban",20,"U","GT3","A",3,2,"services","other","course","other","0-15 min","0-2 hours",0,"no","no","no","yes","yes","yes","no","no","very high","very high","average","very low","very low","very good",0,17,18,18
308,"Gabriel Perecia","urban",19,"U","GT3","T",4,4,"teacher","services","reputation","other","15-30 min","0-2 hours",1,"no","yes","yes","no","yes","yes","yes","yes","high","average","high","very low","very low","good",38,8,9,8
309,"Gabriel Perecia","rural",19,"R","GT3","T",3,3,"other","services","reputation","father","0-15 min","2-5 hours",1,"no","no","no","yes","yes","yes","no","yes","high","very high","average","very low","low","very good",0,15,12,12
310,"Gabriel Perecia","urban",19,"U","LE3","T",1,1,"at_home","other","reputation","other","0-15 min","2-5 hours",1,"yes","yes","no","yes","no","yes","yes","no","high","high","average","very low","average","average",18,12,10,10
311,"Gabriel Perecia","urban",17,"U","LE3","T",1,2,"services","services","home","other","0-15 min","2-5 hours",1,"no","no","no","yes","no","yes","no","yes","high","low","high","low","low","average",0,9,9,0
312,"Gabriel Perecia","urban",19,"U","GT3","T",2,1,"at_home","other","other","other","30-60 min","2-5 hours",0,"no","yes","no","no","yes","no","yes","yes","average","high","very low","very low","very low","bad",20,14,12,13
313,"Gabriel Perecia","urban",19,"U","GT3","T",1,2,"other","services","course","other","0-15 min","2-5 hours",1,"no","no","no","no","no","yes","yes","no","high","very high","low","low","low","good",3,13,11,11
314,"Gabriel Perecia","urban",19,"U","LE3","T",3,2,"services","other","reputation","other","15-30 min","2-5 hours",1,"no","yes","yes","no","no","yes","yes","yes","high","low","low","very low","low","very bad",22,13,10,11
315,"Gabriel Perecia","urban",19,"U","GT3","T",1,1,"at_home","health","home","other","0-15 min","5-10 hours",2,"no","no","no","no","no","yes","yes","yes","high","very low","low","very low","very low","average",14,15,13,13
316,"Gabriel Perecia","rural",19,"R","GT3","T",2,3,"other","other","reputation","other","0-15 min","5-10 hours",1,"no","no","no","no","yes","yes","yes","yes","high","very low","low","very low","very low","average",40,13,11,11
317,"Gabriel Perecia","urban",18,"U","GT3","T",2,1,"services","other","course","mother","15-30 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","average","average","very low","low","very bad",0,8,8,0
318,"Gabriel Perecia","urban",18,"U","GT3","T",4,3,"other","other","course","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","average","high","very low","very low","very good",9,9,10,9
319,"Gabriel Perecia","rural",17,"R","GT3","T",3,4,"at_home","services","course","father","0-15 min","5-10 hours",0,"no","yes","yes","yes","no","yes","yes","no","high","average","high","low","very high","very good",0,11,11,10
320,"Gabriel Perecia","urban",18,"U","GT3","T",4,4,"teacher","other","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","high","high","average","average","very good",2,11,11,11
321,"Gabriel Perecia","urban",17,"U","GT3","A",4,3,"services","services","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","very high","low","low","very low","low","very good",23,13,13,13
322,"Gabriel Perecia","urban",17,"U","GT3","T",2,2,"other","other","course","mother","0-15 min","2-5 hours",0,"no","yes","no","no","yes","yes","no","yes","high","low","low","very low","very low","average",12,11,9,9
323,"Gabriel Perecia","rural",17,"R","LE3","T",2,2,"services","services","course","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","average","average","low","low","low","average",3,11,11,11
324,"Gabriel Perecia","urban",17,"U","GT3","T",3,1,"services","services","course","father","0-15 min","5-10 hours",0,"no","yes","no","no","no","yes","yes","no","average","high","average","low","average","very good",1,12,14,15
325,"Gabriel Perecia","urban",17,"U","LE3","T",0,2,"at_home","at_home","home","father","15-30 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","average","average","average","low","average","bad",0,16,15,15
326,"Gabriel Perecia","urban",18,"U","GT3","T",4,4,"other","other","course","mother","0-15 min","5-10 hours",0,"no","no","no","yes","yes","yes","yes","no","high","average","average","low","low","average",3,9,12,11
327,"Gabriel Perecia","urban",17,"U","GT3","T",3,3,"other","services","reputation","mother","0-15 min","0-2 hours",0,"no","no","no","yes","no","yes","yes","no","high","average","very high","average","very high","very good",3,14,15,16
328,"Gabriel Perecia","rural",17,"R","GT3","T",2,2,"services","other","course","mother","above 60 min","0-2 hours",0,"no","yes","no","no","yes","yes","yes","no","high","high","very high","very high","very high","good",8,11,10,10
329,"Gabriel Perecia","urban",17,"U","GT3","T",4,4,"teacher","services","course","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","high","high","very low","average","good",7,10,9,9
330,"Gabriel Perecia","urban",17,"U","GT3","T",4,4,"teacher","teacher","course","mother","15-30 min","5-10 hours",0,"no","yes","yes","no","no","yes","yes","yes","high","average","average","very low","low","good",4,14,14,14
331,"Gabriel Perecia","urban",18,"U","LE3","T",2,2,"other","other","course","mother","0-15 min","above 10 hours",0,"no","yes","no","yes","yes","yes","yes","no","high","very high","very high","low","high","very good",2,9,8,8
332,"Gabriel Perecia","rural",17,"R","GT3","T",2,4,"at_home","other","course","father","0-15 min","5-10 hours",0,"no","yes","no","no","yes","yes","yes","yes","high","high","average","very low","very low","very good",7,12,14,14
333,"Gabriel Perecia","urban",18,"U","GT3","T",3,3,"services","services","home","mother","0-15 min","2-5 hours",0,"no","no","no","yes","yes","yes","yes","no","very high","average","high","very low","very low","good",0,7,0,0
334,"Gabriel Perecia","urban",18,"U","LE3","T",2,2,"other","other","home","other","0-15 min","2-5 hours",0,"no","no","no","yes","no","yes","yes","yes","high","average","average","very low","very low","bad",0,8,8,0
335,"Gabriel Perecia","rural",18,"R","GT3","T",2,2,"at_home","other","course","mother","15-30 min","above 10 hours",0,"no","no","no","yes","yes","yes","no","no","high","high","high","very low","very low","good",0,10,9,0
336,"Gabriel Perecia","urban",17,"U","GT3","T",3,4,"services","other","course","mother","0-15 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","high","high","very high","very low","average","very good",16,16,15,15
337,"Gabriel Perecia","rural",19,"R","GT3","A",3,1,"services","at_home","home","other","0-15 min","5-10 hours",1,"no","no","yes","no","yes","yes","no","no","very high","high","average","very low","low","very good",12,14,13,13
338,"Gabriel Perecia","urban",17,"U","GT3","T",3,2,"other","other","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","high","average","low","low","average","bad",0,7,8,0
339,"Gabriel Perecia","urban",18,"U","LE3","T",3,3,"services","services","home","mother","0-15 min","above 10 hours",0,"no","yes","no","no","yes","yes","yes","no","very high","average","average","very low","very low","very bad",7,16,15,17
340,"Gabriel Perecia","rural",17,"R","GT3","A",3,2,"other","other","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","low","average","bad",4,9,10,10
341,"Gabriel Perecia","urban",19,"U","GT3","T",2,1,"services","services","home","other","0-15 min","5-10 hours",1,"no","no","yes","yes","yes","yes","yes","yes","high","average","high","very low","average","average",4,11,12,11
342,"Gabriel Perecia","urban",18,"U","GT3","T",4,4,"teacher","services","home","father","0-15 min","2-5 hours",1,"no","yes","no","yes","yes","yes","yes","no","high","average","average","low","low","bad",0,10,10,0
343,"Gabriel Perecia","urban",18,"U","LE3","T",3,4,"services","other","home","mother","0-15 min","2-5 hours",0,"no","no","no","yes","yes","yes","yes","yes","high","average","average","very low","average","very good",11,16,15,15
344,"Gabriel Perecia","urban",17,"U","GT3","A",2,2,"at_home","at_home","home","father","0-15 min","2-5 hours",1,"no","yes","no","no","yes","yes","yes","yes","average","average","very low","very low","low","good",0,9,8,0
345,"Gabriel Perecia","urban",18,"U","GT3","T",2,3,"at_home","other","course","mother","0-15 min","5-10 hours",0,"no","yes","no","no","yes","yes","yes","no","high","average","average","very low","low","average",4,11,10,10
346,"Gabriel Perecia","urban",18,"U","GT3","T",3,2,"other","services","other","mother","0-15 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","yes","very high","high","average","low","average","very bad",7,13,13,14
347,"Gabriel Perecia","rural",18,"R","GT3","T",4,3,"teacher","services","course","mother","0-15 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","yes","very high","average","low","very low","low","good",9,16,15,16
348,"Gabriel Perecia","urban",17,"U","GT3","T",4,3,"teacher","other","course","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","yes","very high","high","very high","low","average","very good",0,10,10,9
349,"Gabriel Perecia","urban",17,"U","GT3","T",4,3,"health","other","reputation","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","high","average","very low","average","good",0,13,15,15
350,"Mousino da Silveira","rural",18,"R","GT3","T",3,2,"other","other","course","mother","15-30 min","0-2 hours",1,"no","yes","no","no","no","yes","yes","no","low","very high","very high","very high","very high","very good",10,11,13,13
351,"Mousino da Silveira","rural",19,"R","GT3","T",1,1,"other","services","home","other","30-60 min","2-5 hours",3,"no","no","no","no","yes","yes","yes","no","very high","high","high","average","average","bad",8,8,7,8
352,"Mousino da Silveira","urban",17,"U","GT3","T",3,3,"health","other","course","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","very high","high","low","average","average",2,13,13,13
353,"Mousino da Silveira","urban",18,"U","LE3","T",1,3,"at_home","services","course","mother","0-15 min","0-2 hours",1,"no","no","no","no","yes","no","yes","yes","high","average","average","low","average","average",7,8,7,8
354,"Mousino da Silveira","rural",19,"R","GT3","T",1,1,"other","other","home","other","30-60 min","0-2 hours",1,"no","yes","no","no","yes","yes","yes","no","high","high","high","average","average","very good",4,8,8,8
355,"Mousino da Silveira","rural",17,"R","GT3","T",4,3,"services","other","home","mother","15-30 min","2-5 hours",0,"no","yes","yes","yes","no","yes","yes","yes","high","very high","very high","very low","average","bad",4,13,11,11
356,"Mousino da Silveira","urban",18,"U","GT3","T",3,3,"services","services","course","father","0-15 min","2-5 hours",0,"no","yes","no","no","yes","yes","no","yes","very high","average","high","very low","very low","very good",0,10,9,9
357,"Mousino da Silveira","rural",17,"R","GT3","T",4,4,"teacher","services","other","father","15-30 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","high","average","average","very low","low","very good",4,12,13,13
358,"Mousino da Silveira","urban",17,"U","LE3","A",3,2,"services","other","reputation","mother","15-30 min","2-5 hours",0,"no","no","no","no","yes","yes","no","yes","very low","low","average","very low","low","very good",2,12,12,11
359,"Mousino da Silveira","urban",18,"U","LE3","T",1,1,"other","services","home","father","15-30 min","0-2 hours",0,"no","no","no","no","no","yes","yes","yes","average","average","low","very low","low","average",4,10,10,10
360,"Mousino da Silveira","urban",18,"U","LE3","T",1,1,"at_home","services","course","father","15-30 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","very high","average","low","very low","very low","good",0,18,16,16
361,"Mousino da Silveira","rural",18,"R","LE3","A",1,4,"at_home","other","course","mother","30-60 min","2-5 hours",0,"no","no","no","no","yes","yes","no","yes","high","average","high","very low","high","very good",0,13,13,13
362,"Mousino da Silveira","rural",18,"R","LE3","T",1,1,"at_home","other","other","mother","15-30 min","2-5 hours",1,"no","no","no","yes","no","no","no","no","high","high","average","low","average","very good",2,13,12,12
363,"Mousino da Silveira","urban",18,"U","GT3","T",3,3,"services","services","other","mother","15-30 min","2-5 hours",0,"no","yes","no","no","yes","yes","yes","yes","high","average","low","very low","average","average",0,11,11,10
364,"Mousino da Silveira","urban",17,"U","LE3","T",4,4,"at_home","at_home","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","low","average","high","very low","very low","very bad",0,16,15,15
365,"Mousino da Silveira","rural",17,"R","GT3","T",1,2,"other","services","course","father","15-30 min","2-5 hours",0,"no","no","no","no","no","yes","no","no","average","low","low","very low","low","average",0,12,11,12
366,"Mousino da Silveira","rural",18,"R","GT3","T",1,3,"at_home","other","course","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","no","no","average","average","high","low","high","average",4,10,10,10
367,"Mousino da Silveira","urban",18,"U","LE3","T",4,4,"teacher","services","other","mother","15-30 min","5-10 hours",0,"no","no","yes","no","yes","yes","yes","yes","high","low","low","low","low","very good",0,13,13,13
368,"Mousino da Silveira","rural",17,"R","GT3","T",1,1,"other","services","reputation","mother","30-60 min","0-2 hours",1,"no","yes","yes","no","yes","yes","yes","yes","very high","low","very low","very low","low","very bad",0,7,6,0
369,"Mousino da Silveira","urban",18,"U","GT3","T",2,3,"at_home","services","course","father","15-30 min","0-2 hours",0,"no","yes","yes","no","yes","yes","yes","yes","very high","low","average","very low","low","good",0,11,10,10
370,"Mousino da Silveira","rural",18,"R","GT3","T",4,4,"other","teacher","other","father","30-60 min","2-5 hours",0,"no","yes","yes","no","no","yes","yes","yes","average","low","low","high","low","very good",10,14,12,11
371,"Mousino da Silveira","urban",17,"U","LE3","T",3,2,"services","services","home","other","15-30 min","2-5 hours",2,"no","no","no","yes","yes","yes","no","yes","average","low","low","very low","very low","average",4,7,7,9
372,"Mousino da Silveira","rural",18,"R","LE3","T",1,2,"at_home","services","other","father","30-60 min","0-2 hours",0,"no","yes","yes","yes","yes","no","yes","yes","high","average","average","low","average","average",3,14,12,12
373,"Mousino da Silveira","urban",17,"U","GT3","T",2,2,"other","at_home","home","mother","0-15 min","5-10 hours",0,"no","no","no","yes","yes","yes","no","yes","average","high","average","very low","very low","average",8,13,11,11
374,"Mousino da Silveira","rural",17,"R","GT3","T",1,2,"other","other","course","mother","0-15 min","0-2 hours",0,"no","no","no","yes","yes","yes","yes","no","average","very high","very high","very low","average","very bad",14,6,5,5
375,"Mousino da Silveira","rural",18,"R","LE3","T",4,4,"other","other","reputation","mother","15-30 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","very high","high","high","very low","very low","very bad",0,19,18,19
376,"Mousino da Silveira","rural",18,"R","GT3","T",1,1,"other","other","home","mother","above 60 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","high","average","low","very low","low","good",2,8,8,10
377,"Mousino da Silveira","urban",17,"U","GT3","T",4,2,"health","other","course","other","15-30 min","5-10 hours",2,"no","yes","yes","no","no","yes","yes","yes","very high","high","average","very low","very low","average",4,15,14,15
378,"Mousino da Silveira","rural",18,"R","LE3","T",4,4,"teacher","services","course","mother","0-15 min","2-5 hours",0,"no","no","yes","yes","yes","yes","yes","no","very high","high","average","average","high","bad",4,8,9,10
379,"Mousino da Silveira","urban",18,"U","GT3","T",3,3,"other","other","home","mother","0-15 min","2-5 hours",0,"no","no","yes","no","yes","yes","yes","yes","high","very low","average","very low","low","very bad",0,15,15,15
380,"Mousino da Silveira","rural",17,"R","GT3","T",3,1,"at_home","other","reputation","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","no","yes","yes","no","high","very high","high","low","average","very bad",17,10,10,10
381,"Mousino da Silveira","urban",18,"U","GT3","T",4,4,"teacher","teacher","home","father","0-15 min","2-5 hours",0,"no","no","yes","yes","no","yes","yes","no","average","low","high","very low","high","bad",4,15,14,14
382,"Mousino da Silveira","rural",18,"R","GT3","T",2,1,"other","other","other","mother","15-30 min","0-2 hours",0,"no","no","no","yes","no","yes","yes","yes","high","high","average","very low","average","very good",5,7,6,7
383,"Mousino da Silveira","urban",17,"U","GT3","T",2,3,"other","services","home","father","15-30 min","2-5 hours",0,"no","no","no","yes","yes","yes","yes","no","high","high","average","very low","very low","average",2,11,11,10
384,"Mousino da Silveira","rural",19,"R","GT3","T",1,1,"other","services","other","mother","15-30 min","0-2 hours",1,"no","no","no","no","yes","yes","no","no","high","average","low","very low","average","very good",0,6,5,0
385,"Mousino da Silveira","rural",18,"R","GT3","T",4,2,"other","other","home","father","15-30 min","0-2 hours",1,"no","no","yes","no","yes","yes","no","no","very high","high","average","high","average","average",14,6,5,5
386,"Mousino da Silveira","rural",18,"R","GT3","T",2,2,"at_home","other","other","mother","15-30 min","5-10 hours",0,"no","no","yes","no","yes","yes","no","no","very high","average","average","very low","average","good",2,10,9,10
387,"Mousino da Silveira","rural",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother","30-60 min","0-2 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","high","average","low","low","very good",7,6,5,6
388,"Mousino da Silveira","rural",19,"R","GT3","T",2,3,"services","other","course","mother","0-15 min","5-10 hours",1,"no","no","no","yes","no","yes","yes","no","very high","high","low","very low","low","very good",0,7,5,0
389,"Mousino da Silveira","urban",18,"U","LE3","T",3,1,"teacher","services","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","high","very low","very low","very bad",0,7,9,8
390,"Mousino da Silveira","urban",18,"U","GT3","T",1,1,"other","other","course","mother","15-30 min","2-5 hours",1,"no","no","no","yes","yes","yes","no","no","very low","very low","very low","very low","very low","very good",0,6,5,0
391,"Mousino da Silveira","urban",20,"U","LE3","A",2,2,"services","services","course","other","0-15 min","2-5 hours",2,"no","yes","yes","no","yes","yes","no","no","very high","very high","high","high","very high","good",11,9,9,9
392,"Mousino da Silveira","urban",17,"U","LE3","T",3,1,"services","services","course","mother","15-30 min","0-2 hours",0,"no","no","no","no","no","yes","yes","no","low","high","very high","average","high","bad",3,14,16,16
393,"Mousino da Silveira","rural",21,"R","GT3","T",1,1,"other","other","course","other","0-15 min","0-2 hours",3,"no","no","no","no","no","yes","no","no","very high","very high","average","average","average","average",3,10,8,7
394,"Mousino da Silveira","rural",18,"R","LE3","T",3,2,"services","other","course","mother","30-60 min","0-2 hours",0,"no","no","no","no","no","yes","yes","no","high","high","very low","average","high","very good",0,11,12,10
395,"Mousino da Silveira","urban",19,"U","LE3","T",1,1,"other","at_home","course","father","0-15 min","0-2 hours",0,"no","no","no","no","yes","yes","yes","no","average","low","average","average","average","very good",5,8,9,9
